name,address,city,country,continent,geoX,geoY
Hospital Santiago ApÛstol,"Calle OlaguÌbel, 29",Vitoria-Gasteiz,Spain,Europe,42.846029,-2.667328
Centralsjukhuset Kristianstad,Kirurgklinken,"Kristianstad, Skane",Sweden,Europe,56.029394,14.156678
Karolinska University Hospital  - Karolinska Universitetssjukhuset Huddinge,"H‰lsov‰gen, Flemingsberg","Huddinge, Stockholm",Sweden,Europe,59.222425,17.938343
Stockholm South General Hospital,Sjukhusbacken 10,Stockholm,Sweden,Europe,59.309977,18.055905
Stockholms Lans Landsting,Hantverkargatan 45,Stockholm,Sweden,Europe,59.328784,18.040094
Uppsala Cancer Clinic,Dragarbrunnsgatan 70,"Uppsala, Uppland",Sweden,Europe,59.855851,17.646716
ƒngabo VÂrdcentral,Sundsbergsv‰gen 7,AlingsÂs,Sweden,Europe,57.918596,12.563489
Noltorp VÂrdcentral,S‰terigatan 122,AlingsÂs,Sweden,Europe,57.938714,12.519345
Sˆrhaga VÂrdcentral,Sˆdra Ringgatan 34,AlingsÂs,Sweden,Europe,57.929054,12.519353
Lakarhuset Roslund ,"Errarps Road, 3",Angelholm,Sweden,Europe,56.255423,12.879062
Landstinget Dalarna,Vasagatan 27,Falun,Sweden,Europe,60.61048,15.636993
 Gallivare Hospital,Kallgatan 14,Gallivare,Sweden,Europe,67.131007,20.687135
Carlanderska Sjukhemmet,"405 45 Gˆteborg, Carlandersplatsen",Goteborg,Sweden,Europe,57.693595,11.988463
Lundblads Begravningsbyra,Viktoriagatan 24,Goteborg,Sweden,Europe,57.697025,11.966319
Sahlgrenska University Hospital,BlÂ StrÂket 5,Goteborg,Sweden,Europe,57.682621,11.961679
Sportmed Goteborg,Carlandersplatsen 3,Goteborg,Sweden,Europe,57.693522,11.987055
Tandl‰kare Cesar Bartha Ab (Dental),Kungsportsavenyen 29,Goteborg,Sweden,Europe,57.699317,11.976034
Helsingborgs Lasarett,Sˆdra Vallgatan 5,Helsingborg,Sweden,Europe,56.04761,12.703231
Visma Collectors AB,Terminalgatan 1,Helsingborg,Sweden,Europe,56.043626,12.69325
Vardcentral Skogas Hospital,Melodiv‰gen 6,"Huddinge, Stockholm",Sweden,Europe,59.217973,18.155824
Jˆnkˆping Medical Center AB,Dunkehallav‰gen 6,Jˆnkˆping,Sweden,Europe,57.786304,14.146594
L‰nssjukhuset Ryhov,L‰nssjukhuset Ryhov,Jˆnkˆping,Sweden,Europe,57.766564,14.193907
Leander Johan Tandl‰kare (Dental),÷stra Storgatan 16-18,Jˆnkˆping,Sweden,Europe,57.782316,14.171836
RÂsl‰tts VÂrdcentral,Tornfalksgatan 11,Jˆnkˆping,Sweden,Europe,57.738565,14.150615
Blekingesjukhuset Karlskrona,Landstinget Blekinge,Karlskrona,Sweden,Europe,56.161224,15.5869
Norrbottens Lans Landsting,Thulegatan 29,Kiruna,Sweden,Europe,67.849987,20.238353
Linkoping University Hospital,Garnisonsv‰gen 10,Linkoping,Sweden,Europe,58.398762,15.62066
Landstinget i ÷stergˆtland,"Landstingshuset,  St Larsgatan 49 B ",Linkoping,Sweden,Europe,58.410807,15.621373
Sunderby Hospital,SE-971 80,Lulea,Sweden,Europe,65.58389,22.153174
SkÂnes Universitetssjukhus I Lund,"Barngatan 2, 1 VÂn",Lund,Sweden,Europe,55.711942,13.19656
Lycksele Hospital,Hedlundav‰gen,Lycksele,Sweden,Europe,64.579828,18.682819
AB Oxie Vardhem (Dental),Oshˆgav‰gen 2,Malmo,Sweden,Europe,55.547457,13.107048
Nacka N‰rsjukhus Proxima AB,Lasarettsv‰gen 4,Nacka,Sweden,Europe,59.311902,18.196933
Alvner Dental AB (Dental),Odengatan 1,Nora,Sweden,Europe,59.523961,15.042099
Jamtlands Lans Landsting,Church Street 12,Ostersund,Sweden,Europe,63.176683,14.636068
Skaraborg Hospital Skˆvde,ˆv‰ngsv‰gen,Skˆvde,Sweden,Europe,58.426657,13.852924
Chiropractic By Shokofan,Nybrogata 64,Stockholm,Sweden,Europe,59.340989,18.082559
Cityakuten Akutmottagningen,Apelbergsgatan 48,Stockholm,Sweden,Europe,59.335506,18.061016
Family Dental Care (Dental),"FranzÈngatan 18, Kungsholmen",Stockholm,Sweden,Europe,59.339898,18.009759
Karolinska Universitetssjukhusetl Solna,"Karolinskav‰gen, Solna",Stockholm,Sweden,Europe,59.351181,18.033105
Karolinska University Hospital,Huddinge 141 ,Stockholm,Sweden,Europe,59.259673,17.983905
Sophiahemmet Sjukhus,"Valhallav‰gen 91, Sofiahemmet",Stockholm,Sweden,Europe,59.345427,18.075546
Umea Hospital,"Universitelsvagen, SE-901 87",Umea,Sweden,Europe,63.820539,20.303591
HFR Fribourg-hopital Cantonal,"Chemin Des Pensionnats 2-6, 1752","Villars-sur-Glane, Fribourg",Switzerland,Europe,46.801587,7.137552
Clinique des Grangettes,"Chemin des Grangettes, 7","ChÍne-Bougeries, Geneva",Switzerland,Europe,46.199825,6.181816
Groupe Medical dOnex,"3, Route de LoÎx","Onex, Geneva",Switzerland,Europe,46.183417,6.099181
Hopital du Valais - Spital Wallis - Centre Valaisan de Pneumologie,Route De La Moubra 87,"Crans-Montana, Valais",Switzerland,Europe,46.299802,7.481396
CHUV Centre Hospitalier Universitaire Vaudois,Rue du Bugnon 21,"Lausanne, Vaud",Switzerland,Europe,46.524719,6.640732
Hopital Cantonal Lausanne,Rue du Bugnon 21,"Lausanne, Vaud",Switzerland,Europe,46.524719,6.640732
Kantonsspital Aarau AG,Tellstrasse,Aarau,Switzerland,Europe,47.388479,8.059351
Matthias Holeiter,Obere Dorfstrasse 9,Adelboden,Switzerland,Europe,46.492631,7.558352
Affoltern Hospital,Sonnenbergstrasse 27,Affoltern Am Albis,Switzerland,Europe,47.284801,8.456569
Dr. Med. Dent Susanne Sindersberger (Dental),Wiesenstrasse 2,Affoltern Am Albis,Switzerland,Europe,47.279957,8.451969
Altdorf Hospital,Spitalstrasse 1,Altdorf,Switzerland,Europe,46.883093,8.637397
Dr. Med. Dent. Fredi Oehri (Dental),Inwilerstrasse 3,Baar,Switzerland,Europe,47.193717,8.527049
Dr. Med. Dent. Heinz Gantenbein (Dental),Sarganserstrasse 8,Bad Ragaz,Switzerland,Europe,47.005008,9.500184
Dr. Med. Dent. Thomas Biel (Dental),Pfauenweg 6,Bad Ragaz,Switzerland,Europe,47.008189,9.504391
Rehaclinic Zurzach,Quellenstrasse 34,Bad Zurzach,Switzerland,Europe,47.589983,8.288332
RehaClinic Baden,B‰derstrasse 16,Baden,Switzerland,Europe,47.478815,8.312256
Centre MÈdical Les Arcades,Route De Verbier Station 28,Bagnes,Switzerland,Europe,46.096661,7.223215
Dr. Med. Dent. Guido Borsa (Dental),Via Stazione 1,Balerna,Switzerland,Europe,45.849695,9.007281
Bethesda-Spital Basel,Gellertstrasse 144,Basel,Switzerland,Europe,47.54804,7.617303
Dr. Donna Haenggi DDS (Dental),Birsigstrasse 105,Basel,Switzerland,Europe,47.550135,7.578333
Dr. Med. Dent. Christoph Senn (Dental),Spalenring 19,Basel,Switzerland,Europe,47.561209,7.5744
Dr. Med. Dent. Karl Heule (Dental),Kohlenberg 7,Basel,Switzerland,Europe,47.554035,7.58844
St. Claraspital AG,Kleinriehenstrasse 30,Basel,Switzerland,Europe,47.566545,7.614162
Dr. Med. Dent. Angelo Beltraminelli (Dental),Via Camminata 2,Bellinzona,Switzerland,Europe,46.19065,9.022528
Dr. Med. Dent. Carlo Bassetti (Dental),Via Parco 3,Bellinzona,Switzerland,Europe,46.194295,9.01924
Ospedale Regionale di Bellinzona e Valli,"Via Ospedale, Valli - Bellinzona",Bellinzona,Switzerland,Europe,46.184046,9.026854
Beau Site Clinic,Sch‰nzlihalde 11,Bern,Switzerland,Europe,46.952889,7.448237
Dr. Med. Dent. Thomas Michael Meier (Dental),Effingerstrasse 10,Bern,Switzerland,Europe,46.945949,7.435826
Klinik Sonnehof Bern (SLH Group),Buchserstrasse 30,Bern,Switzerland,Europe,46.943049,7.473694
Klinik Sonnenhof,Buchserstrasse 30,Bern,Switzerland,Europe,46.943049,7.473694
Lindenhofspital Berna,Bremgartenstrasse 117,Bern,Switzerland,Europe,46.958121,7.427746
Salem Hospital Bern,Sch‰nzlistrasse 39,Bern,Switzerland,Europe,46.95208,7.453792
Dr. Med. Dent. Urs D¸ggeli (Dental),St. Klemenzstrasse 17,Bettlach,Switzerland,Europe,47.204155,7.424836
"Dr. Med. Dent. Arthur Kaufmann, Zahnarzt (Dental)",Bleichemattstrasse 33,Biberist,Switzerland,Europe,47.181261,7.562903
Klinik Linde,Blumenrain 105,Biel,Switzerland,Europe,47.132911,7.262379
Spitalzentrum Biel,Vogelsang 84,Biel,Switzerland,Europe,47.14673,7.244729
Rehaclinic Braunwald,Niederschlachtstrasse 12,Braunwald,Switzerland,Europe,46.935808,8.994515
"Dr. Med. Dent. Daniel Margelisch, Zahnarzt (Dental)",Bahnhofstrasse 15,Brig-Glis,Switzerland,Europe,46.316901,7.988377
Dr. Med. Dent. Rudolf Fantoni (Dental),Bahnhofstrasse 10,Brig-Glis,Switzerland,Europe,46.317447,7.988095
"Dr. Med. Dent. Michel Rimediotti, Zahnarzt (Dental)",Via San Bernardo 20,Canobbio,Switzerland,Europe,46.035903,8.965218
Centre de Diagnostic Radiologique de Carouge CDRC,Clos De La Fonderie 1,Carouge,Switzerland,Europe,46.186567,6.143063
Clinique de Carouge SA,Avenue Du Cardinal-Mermillod 1,Carouge,Switzerland,Europe,46.186637,6.142492
Dr. Med. Dent. Patrick Sequeira (Dental),Alte Steinhauserstrasse 3,Cham,Switzerland,Europe,47.186416,8.473025
Jacques Passerini MÈdecin-Dentiste (Dental),Rue Centrale 19,Chermignon,Switzerland,Europe,46.306291,7.468394
Dr. Med. Dent. Carlo Medici (Dental),Corso San Gottardo 80,Chiasso,Switzerland,Europe,45.83627,9.025973
"Dr. Med. Dent. Paul Rordorf, Zahnarzt (Dental)",Corso San Gottardo 54,Chiasso,Switzerland,Europe,45.83515,9.028087
Kantonsspital Graubunden,Loestrasse 170,Chur,Switzerland,Europe,46.86458,9.539264
Spital Davos,Promenade 4,Davos Platz,Switzerland,Europe,46.788077,9.814289
Ciril Tuor Zahnarztpraxis (Dental),Via Dulezi 21,Disentis/MustÈr,Switzerland,Europe,46.701638,8.848748
Dr. Med. Dent. Bent Schirmer Nymann (Dental),Oberdorfstrasse 10,Ebnat-Kappel,Switzerland,Europe,47.268746,9.117725
Dr. Med. Dent. Milan Dudic (Dental),Ochsnerstrasse 2,Einsiedeln,Switzerland,Europe,47.128208,8.747385
Einsiedeln Regional Hospital,Spitalstrasse 28,Einsiedeln,Switzerland,Europe,47.130934,8.739424
Dr. Med. Dent. Ljubica Carellis (Dental),Aarauerstrasse 36,Erlinsbach,Switzerland,Europe,47.396323,8.019413
Dr. Med. Dent. Per Granvik (Dental),Gotthardstrasse 76,Erstfeld,Switzerland,Europe,46.819466,8.651647
Dr.Med.Dent. Natalia Bjedow (Dental),Gotthardstrasse 104,Erstfeld,Switzerland,Europe,46.821423,8.650456
Dr. Med. Dent. Fritz Kneller (Dental),Via Bigneras 151,Falera,Switzerland,Europe,46.802516,9.226936
Dr. Med. Dent. Patrick Fl¸eler (Dental),Haus Bamatte,Fiesch,Switzerland,Europe,46.403077,8.132627
Dr Med Hansjakob Michel,Haupstrasse,Films,Switzerland,Europe,46.835062,9.282901
Clinique Generale St Anne,"Rue Hans-Geiler, 6",Fribourg,Switzerland,Europe,46.799705,7.154395
Dental Center Fribourg (Dental),Avenue De La Gare 14,Fribourg,Switzerland,Europe,46.803483,7.152839
Hopital Cantonal Fribourg,Route de Bertigny,Fribourg,Switzerland,Europe,46.801563,7.140973
Dr. Med. Dent. Martin Steiner (Dental),Dorfstrasse 2,Frutigen,Switzerland,Europe,46.587344,7.644631
Cemedic Centre EsthÈtique,Rue Du PrieurÈ 32,Geneva,Switzerland,Europe,46.214906,6.145706
Clinique Dentaire De La Servette (Dental),Avenue Wendt 60,Geneva,Switzerland,Europe,46.213185,6.12959
Clinique GÈnÈrale Beaulieu,Chemin De Beau-Soleil 20,Geneva,Switzerland,Europe,46.188517,6.161882
Clinique La Colline,Avenue De Beau-SÈjour 6,Geneva,Switzerland,Europe,46.191547,6.150057
Dr. Med. Dent. Armand & GÈrard Berli (Dental),Rue Sautter 15,Geneva,Switzerland,Europe,46.194782,6.149622
Dr. Med. Dent. Claudia Mera (Dental),Boulvard James-Fazy 13,Geneva,Switzerland,Europe,46.207635,6.139818
Dr. Med. Dent. Eric Modoux (Dental),Rue De Lausanne 119,Geneva,Switzerland,Europe,46.220611,6.149909
Dr. Med. Dent. Fabrizio Valsangiacomo (Dental),Rue Saint-LÈger 8,Geneva,Switzerland,Europe,46.197708,6.146207
Dr. Med. Dent. FranÁois Jaccard (Dental),Rue Jean-Charles Amat 6,Geneva,Switzerland,Europe,46.214406,6.148845
Dr. Med. Dent. Jean-Paul Neuraz (Dental),Avenue Wendt 28,Geneva,Switzerland,Europe,46.210527,6.127321
HUG Hopitaux Universitaires De Geneve,4 Rue Gabrielle Perret-Gentil,Geneva,Switzerland,Europe,46.19404,6.148435
Permanence MÈdico-Chirurgicale Vermont-Grand-PrÈ,Rue De Vermont 9A,Geneva,Switzerland,Europe,46.215489,6.134199
"Prof. Dr MÈd. Dent. Jean-Pierre Joho, Zahnarzt (Dental)",Rue Micheli-Du-Crest 20,Geneva,Switzerland,Europe,46.194418,6.147798
Rive Droite Sa,Rue De Chantepoulet 21,Geneva,Switzerland,Europe,46.208134,6.143405
Vladimir Andonovski MÈdecin-Dentiste (Dental),Rue Du Mont-Blanc 24,Geneva,Switzerland,Europe,46.209204,6.143967
Center Medical De La Servette,Av De Lusema 17,Geneva,Switzerland,Europe,46.212928,6.125526
Dr. Med. Dent. Stefan Klaus Ihde (Dental),Lindenstrasse 68,Gommiswald,Switzerland,Europe,47.235305,9.030975
Dr. Med. Dent. J. M. Gˆran Hagne (Dental),Vorderdorfstrasse 1,Grabs,Switzerland,Europe,47.182474,9.443797
"Dr. Med. Dent. Jan Kahlig, Zahnarzt (Dental)",Kirchrain 3,H‰gendorf,Switzerland,Europe,47.334259,7.842874
Dr.Med.Dent. Hans Rieder (Dental),Zugerstr.2,Hirzel,Switzerland,Europe,47.219112,8.612228
Dr. Med. Dent Peter Blaser (Dental),Seestrasse 207,Horgen,Switzerland,Europe,47.258946,8.603409
Schilthorn Piz Gloria,Hoheweg 2,Interlaken,Switzerland,Europe,46.684947,7.854756
Dr. Med. Dent. Giancarlo Polla (Dental),Werkstrasse 4,Jona,Switzerland,Europe,47.232205,8.835911
Dr Med Christian Bizer,Monbielerstrasse 14,Klosters,Switzerland,Europe,46.869059,9.885994
Klinik St. Raphael,In Der Hinterzelg 85,Kuesnacht,Switzerland,Europe,47.329902,8.597794
Dr. Med. Dent. Andreas U. Kohler (Dental),Grepperstrasse 51,K¸ssnacht Am Rigi,Switzerland,Europe,47.074815,8.439625
Dr. Med. Dent Kathrin St‰ger And Irma Strotz (Dental),Sagenriet 1,Lachen,Switzerland,Europe,47.19011,8.85017
Regionalspital Emmental AG,Dorfbergstrasse 10,Lauperswil,Switzerland,Europe,46.94346,7.78656
Clinique de Longeraie,Avenue de la Gare 9,"Lausanne, Vaud",Switzerland,Europe,46.515866,6.636065
Ardentis Clinique Dentaire Lausanne Sa (Dental),Voie du Chariot 4-6,"Lausanne, Vaud",Switzerland,Europe,46.520941,6.629542
Clinique De La Source,Avenue Vinet 30,"Lausanne, Vaud",Switzerland,Europe,46.526928,6.627963
Dr. Med. Dent. Charles Edwards (Dental),Avenue De Rumine 11,"Lausanne, Vaud",Switzerland,Europe,46.51751,6.639494
Dr. Med. Dent. Danielle Brustlein (Dental),Avenue Georgette 8,"Lausanne, Vaud",Switzerland,Europe,46.517063,6.637429
Dr. Med. Dent. Jean Pheulpin (Dental),Avenue Du ThÈ‚tre 7,"Lausanne, Vaud",Switzerland,Europe,46.518137,6.63763
Dr. Med. Dent. Jean-Daniel Bessat (Dental),Rue Du Grand-Pont 2Bis,"Lausanne, Vaud",Switzerland,Europe,46.520763,6.631093
Dr. Med. Dent. Nicole Gorban (Dental),Place Benjamin-Constant 2,"Lausanne, Vaud",Switzerland,Europe,46.519239,6.637616
Dr. Med. Dent. Timothy Divorne (Dental),Avenue De Ruchonnet 2,"Lausanne, Vaud",Switzerland,Europe,46.518047,6.627731
"Dr. Med. Dent. Michele Varini, Zahnarzt (Dental)",Via Alla Ramogna 16,Locarno,Switzerland,Europe,46.170603,8.799008
Ospedale Regionale di Locarno La Carita,Via all Ospedale 1,Locarno,Switzerland,Europe,46.168761,8.791309
Dr. Med. Dent. Bettina Holly Zahnarztpraxis (Dental),Kellengasse,Lostorf,Switzerland,Europe,47.388276,7.945952
"Dr. Med. Dent. Fabrizio Pedrinis, Zahnarzt (Dental)",Via Pietro Peri 17,Lugano,Switzerland,Europe,46.006142,8.950455
"Dr. Med. Dent. Giorgio B‰chtold, Zahnarzt (Dental)",Via Canova 18,Lugano,Switzerland,Europe,46.004386,8.95459
Dr. Med. Dent. Massimo Ciocco (Dental),Via Cantonale 7,Lugano,Switzerland,Europe,45.985507,8.955615
"Dr. Med. Dent. Philipp Isenburg, Zahnarzt (Dental)",Via Sass Curona 15,Lugano,Switzerland,Europe,46.007156,8.926364
Ospedale Regionale Di Lugano,Via Tesserete 46,Lugano,Switzerland,Europe,46.018023,8.95276
Dr. Felix And Bianca Brunner-Wildisen (Dental),Seidenhofstrasse 10,Luzern,Switzerland,Europe,47.05015,8.307492
Kantonsspital Luzern,Spitalstrasse,Luzern,Switzerland,Europe,47.057673,8.297533
Luzerner Kantonsspital,Luzerner,Luzern,Switzerland,Europe,47.034498,8.283014
St Anna Clinic,St Anna Strasse 32,Luzern,Switzerland,Europe,47.058456,8.32624
Klinik Schloss Mammern,Mammern,Mammern,Switzerland,Europe,47.644157,8.913976
Dr Jean-Marc Zurcher MÈdecin-Dentiste (Dental),Rue De La Poste 5,Martigny,Switzerland,Europe,46.103223,7.077562
Jean-Marie Praz MÈdecin-Dentiste (Dental),Avenue De La Gare 8,Martigny,Switzerland,Europe,46.102187,7.074193
Bergbahnen Meiringen-Hasliberg,Bahnhofstrasse 22,Meiringen,Switzerland,Europe,46.72757,8.186875
Dr. Med. Dent. Giovanni Wiesendanger (Dental),"Piazzale Alla Valle, Via Luigi Lavizzari 4",Mendrisio,Switzerland,Europe,45.870271,8.985911
Dr. Med. Dent. Roberto Maino (Dental),Via Stefano Franscini 10,Mendrisio,Switzerland,Europe,45.869249,8.979369
Spital Menziken - Asana Gruppe,Untere Dagelmattstrasse 11,Menziken,Switzerland,Europe,47.241131,8.195824
Hopital De La Tour,Avenue J.D Maillard 3,Meyrin,Switzerland,Europe,46.228824,6.066375
Med. Dent. Stelio De Checchi (Dental),Via San Gottardo 80,Minusio,Switzerland,Europe,46.177099,8.814224
Hopital Du Chablais,Route De Morgins 54,Monthey,Switzerland,Europe,46.251555,6.941091
HÙpital Riviera Blonay Montreux,Avenue De Belmont 25,Montreux,Switzerland,Europe,46.440204,6.907966
Hopital Du Jura Bernois,Rue Beausite 49,Moutier,Switzerland,Europe,47.281976,7.37464
"Spital M¸nsingen, Spital Netz Bern AG",Krankenhausweg 20,M¸nsingen,Switzerland,Europe,46.871546,7.568529
Dr. Med. Dent. Sonja Pavik (Dental),Wilstrasse 10,Muotathal,Switzerland,Europe,46.975334,8.756829
Med. Dent. Danilo Avolio (Dental),Via Del Sole 17,Muralto,Switzerland,Europe,46.17434,8.800572
Zahnarzt Med. Dent. Philippe Huber (Dental),B‚t. De La Droguerie,Nendaz,Switzerland,Europe,46.109233,7.317258
Dr Ralf Polikar,Chemin Monastier  10,Nyon,Switzerland,Europe,46.383461,6.227493
Hopital de Zone de Nyon,Chemin Monastier 10,Nyon,Switzerland,Europe,46.383461,6.227493
"Dr. Med. Dent. Hansjakob Aeberhard, Zahnarzt (Dental)",Von Rollstrasse 1,Oensingen,Switzerland,Europe,47.286142,7.708551
Dr. Med. Dent. Ivo Koller (Dental),Louis Giroud-Strasse 20,Olten,Switzerland,Europe,47.34733,7.909887
Kantonsspital Olten,Baslerstrasse 150,Olten,Switzerland,Europe,47.357104,7.904834
Groupe MÈdical d Onex,3 Route De LoÎx,"Onex, Geneva",Switzerland,Europe,46.183417,6.099181
Dr. Med. Dent. LÈopold Jaton (Dental),Chemin De Londine 8,Prilly,Switzerland,Europe,46.539919,6.599673
Dr. Med. Dent. Pierre Maendly (Dental),Avenue De Lavaux 63,Pully,Switzerland,Europe,46.511282,6.662493
Dr. Med. Dent. Albert Piquet (Dental),Rue De La Source 7,Renens,Switzerland,Europe,46.537405,6.580992
Dr. Med. Dent. Richard J. Beauverd (Dental),Allmeindstrasse 16,Rothenthurm,Switzerland,Europe,47.110098,8.680109
Klinik Villa Im Park,Bernstrasse 84,Rothrist,Switzerland,Europe,47.30504,7.894301
Arztpraxis Saastal Muller Markus,Dorfstrasse,Saas Grund,Switzerland,Europe,46.111512,7.933313
Arztpraxis Saastal,"Arztpraxis Fee, Haus Pan",Saas-Fee,Switzerland,Europe,46.110604,7.929831
Dr. Med. Dent. Kiril Angov (Dental),Dorfstrasse 1,Sachseln,Switzerland,Europe,46.868929,8.238961
Spital Oberengadin,Via Nouva 3,Samedan,Switzerland,Europe,46.540168,9.878866
Dr. Med. Dent. Rudolf Pachmann (Dental),Lindenhof 6,Sarnen,Switzerland,Europe,46.897026,8.247572
Dr. Med. Dent. Toni Durrer (Dental),Br¸nigstrasse 168,Sarnen,Switzerland,Europe,46.893075,8.244296
Dr MÈd.Dent. Ake Gudmundson (Dental),Rue Du Vieux Moulin,SaviËse,Switzerland,Europe,46.249307,7.347144
Kantonspital Schaffhausen,Geissbergstrasse 81,Schaffhausen,Switzerland,Europe,47.711391,8.637581
Flury Stiftung Regional Hsptl,Flurystrasse 36,Schiers,Switzerland,Europe,46.969867,9.687619
Center Da Sand‡ D Engiadina Bassa,Via Da Lospidal,Scuol,Switzerland,Europe,46.800111,10.303643
Andre & Henri & Nicolas Aioutz (Dental),Avenue De La Gare 17A,Sion,Switzerland,Europe,46.229181,7.357617
Clinique MÈdico-Chirurgicale De ValËre,Rue Pre-Fleuri 16,Sion,Switzerland,Europe,46.23036,7.356971
Dr. Med. Dent. Marielle Coudray And Stephane Huser (Dental),Rue Des Remparts 10-12,Sion,Switzerland,Europe,46.23163,7.359695
GrÈgoire Antonioli MÈdecin-Dentiste (Dental),Rue Du Scex 4,Sion,Switzerland,Europe,46.231578,7.362737
Sion Regional Hospital,Avenue Grand-Champsec 80,Sion,Switzerland,Europe,46.234588,7.38735
Hopital de Sion - Sion Hospital,Avenue Grand-Champsec 80,Sion,Switzerland,Europe,46.234588,7.38735
Gemeinsame Einrichtung Kvg,Gibelinstrasse 25,Solothurn,Switzerland,Europe,47.208263,7.525434
Kantonsspital St Gallen,Roorsthacher Strasse 95,St Gallen,Switzerland,Europe,47.42946,9.388466
Klinik Gut St Moritz,Via Arona 34,St Moritz,Switzerland,Europe,46.496785,9.838337
Dr. Med. Dent. Joachim Klein (Dental),Engelbergstrasse 28A,Stans,Switzerland,Europe,46.956616,8.368485
Dr. Med. Dent. Monika Fischer (Dental),Schwandenstrasse 2,Thalwil,Switzerland,Europe,47.320108,8.548095
Dr. Med. Dent. Beat Walther (Dental),Freienhofgasse 18,Thun,Switzerland,Europe,46.757555,7.630736
Dr. Med. Dent. Christoph Thierstein (Dental),Freienhofgasse 12,Thun,Switzerland,Europe,46.757514,7.63045
Dr. Med. Dent. Michael Studer (Dental),Bernstrasse 5,Thun,Switzerland,Europe,46.762361,7.628455
Spital STS AG,Krankenhausstrasse 12,Thun,Switzerland,Europe,46.760937,7.631371
Docteur Francois Rudaz,Thyon-les Collons,Thyon,Switzerland,Europe,46.180865,7.371892
Dr. Med. Dent. Thomas Matter (Dental),Jungfraustrasse 1,Unterseen,Switzerland,Europe,46.685176,7.855655
Jungfraubahnen,Harderstrasse 14,Unterseen,Switzerland,Europe,46.686453,7.855822
Spital Interlaken,Weissenaustrasse 27,Unterseen,Switzerland,Europe,46.68061,7.843385
Spitaler Fmi Ag,Weissenaustrasse 27,Unterseen,Switzerland,Europe,46.68061,7.843385
Dr. Med. Yvonne Schmid Dentist-Travel (Dental),Gernweg 32,Uster,Switzerland,Europe,47.343129,8.736143
Spital Uznach,Gasterstrasse 25,Uznach,Switzerland,Europe,47.223761,8.994883
Lenzerheide Bergbahnen AG,Postfach 78,Vaz/Obervaz,Switzerland,Europe,46.728304,9.541277
HÙpital Riviera: Site Du Samaritain,Boulevard Paderewski 3,Vevey,Switzerland,Europe,46.460996,6.85455
Visp Regional Hospital,Pflanzettastrasse 8,Visp,Switzerland,Europe,46.288011,7.883854
"Dr. Med. Dent. Nikolaus Bodenm¸ller, Zahnarzt (Dental)",Bahnhofstrasse 21,Visp,Switzerland,Europe,46.291948,7.881376
Regionalspital Sta. Maria,Terbinerstrasse 45 ,Visp,Switzerland,Europe,46.288826,7.886113
Dental Center Volkiland (Dental),Grabenwisstrasse 5,Volketswil ,Switzerland,Europe,47.382983,8.669209
Dr. Med. Dent. Patrick Roos (Dental),Dorfstrasse 4,Walchwil,Switzerland,Europe,47.100264,8.513227
Dr. Med. Dent. Bernhard Hˆrmann (Dental),Thuraustrasse 8,Wattwil,Switzerland,Europe,47.299043,9.088037
Gzo Spital Wetzikon,Spitalstrasse 66,Wetzikon,Switzerland,Europe,47.321521,8.802438
Kantonsspital Winterthur,Brauerstrasse 15,Winterthur,Switzerland,Europe,47.507438,8.728059
Klinik Lindberg AG,Schickstrasse 11,Winterthur,Switzerland,Europe,47.510073,8.730539
Dr Med Erwin Julen,Bachstrasse 72,Zermatt,Switzerland,Europe,46.018207,7.746582
Dr Med Peter Bronnimann - FMH Fur Allgemedizin,Schluhmattstrasse 15,Zermatt,Switzerland,Europe,46.018213,7.747809
Arztpraxis Dr Jeannette Bieler-Hischier and Dr M Cristiano  ,"Getwingstrasse, 30",Zermatt,Switzerland,Europe,46.022084,7.750623
Spital Zofingen Hospital,Muhlethalstrasse 27,Zofingen,Switzerland,Europe,47.29632,7.947221
Dr. Med. Dent. Beat Gloor (Dental),Gartenstrasse 4,Zug,Switzerland,Europe,47.170334,8.514952
Dr. Med. Dent. Daniel Feldmann (Dental),Vorstadt 6,Zug,Switzerland,Europe,47.168598,8.514943
Dr. Med. Dent. Enrico M. Naldi (Dental),Baarerstrasse 12,Zug,Switzerland,Europe,47.171766,8.516711
Zuger Kantonsspital,Artherstrasse 27,Zug,Switzerland,Europe,47.160095,8.513369
Checkup Center Z¸rich AG,Carmenstrasse 43,Zurich,Switzerland,Europe,47.367717,8.563463
"Dr. Med. Dent. Beat Annen, Eidg. Dipl. Zahnarzt (Dental)",Falkenstrasse 14,Zurich,Switzerland,Europe,47.36493,8.547719
Dr. Med. Dent. Christian Mˆrgeli (Dental),Brunngasse 18,Zurich,Switzerland,Europe,47.373328,8.544991
"Dr. Med. Dent. Ernst Beereuter, Zahnarzt (Dental)",Bertastrasse 97,Zurich,Switzerland,Europe,47.370471,8.510307
Dr. Med. Dent. Hansruedi Ernst (Dental),Schaffhauserstrasse 239,Zurich,Switzerland,Europe,47.403207,8.547135
"Dr. Med. Dent. Jiri Dvoracek, Zahnarzt (Dental)",Gutstrasse 161,Zurich,Switzerland,Europe,47.37384,8.501926
"Dr. Med. Dent. Peter Beck, Zahnarzt (Dental)",Witikonerstrasse 311,Zurich,Switzerland,Europe,47.358435,8.587056
Dr. Med. Dent. Peter Haubensak (Dental),Renggerstrasse 74,Zurich,Switzerland,Europe,47.343845,8.533329
